aabad,Populated
udbhuddah,Blossomed
udbhuddha,TBD
udbodh,A Lesson of Knowledge
udbudha,Inspires
uddalak,A Sage; Name of a Ancient Saint
uddam,Efforts; Free
uddanda,Nemesis of evils and vices 
uddanda,Nemesis of Evils and Vices
uddarshan,With Clear Vision
uddarshit,Made Visible, To Come Forth
uddeepath,An Illuminated Man
uddeepth,Stimulate; Illuminated
uddeshya,Purpose; Aim; Motive; Intention
uddham,One who Makes Effort
uddhar,Liberation 
uddhar,Liberation
uddhav,A friend of Lord Krishna 
uddhav,Sacrificial Fire
uddin,Light
uddinam,Flying Up
uddip,Giving Light; Lighting
uddip,Giving light; Flood 
uddipak,Stimulating; Inflaming
uddipta,Rays of rising; The Sun 
uddiptta,Excited
uddiran,Lord Vishnu, The Lord who is higher than all beings 
uddiran,Lord Vishnu
uddish,Lord Shiva; Lord of flying ones; A work so called containing charms and incantations; Name of Shiva 
uddish,Lord Shiva
uddisha,TBD
uddiyan,Flying speed 
uddiyan,Flying Speed
uddunath,Lord of stars 
uddyam,Start; Effort; Exertion; Preparation; Diligence; Enterprise 
uddyam,Start
udeep,Flood
udeep,Giving light; Flood 
udell,From the Yew Tree Valley
udesang,Son of Adam (Son of Adam)
udesang,Son of Adam
udesh,Aim of Life
udesh,Flood 
udeshan,Aim of Life
udey,Rising to fame and honor 
udey,The Rising
udgat,Leader; Risen; Ascended
udgatta,TBD
udgeet,The Syllable Om
udghatta,TBD
udghosha,To Announce
udgreeva,TBD
udhai,One Kind of Worms
udhav,Lord Krishna's Friend; Fire
udhav,A sacrificial fire; Friend of Lord Krishna 
udhava,God Name in Udagatti
udhay,Blue Lotus
udhay,To rise; Blue Lotus 
udhaya,Dawn 
udhaya,Rise, Another Form of Udaya, Dawn
udhayan,Rising, Name of king of Avanti 
udhayan,Rising
udhey,Rising to fame and honor 
udhgita,A hymn; Lord Shiva 
udhgita,Lord Shiva
udhipa,TBD
udhyam,Start; Effort; Exertion; Preparation; Diligence; Enterprise 
udhyan,Morning Time
udhyana,TBD
udhyoth,TBD
udi,Water; Pleasant; Sympathetic
udinkam,TBD
udipi,Mountain
udish,Lord Shiva
udishit,Risen; Elevated
udit,Grown; Awakened; Shining 
udit,Grown; Awakened; Shining
udith,One who has Risen 
uditi,Rising Son
udjith,Lord Vishnu
udojas,Effective; Powerful
udolf,Wealthy Wolf; A Prosperous Wolf
udrek,Blossoming of a Thought
udrek,Blossoming of a thought; Superiority; Passion; Abundance 
udrohan,Rising; Growing
udu,Water
udumbar,The Essence of All Trees
udumpan,TBD
udunath,Lord of the Stars; The Moon
udup,Sun; Moon
udupati,Lord of Stars
uduraj,Lord of Stars
uduraj,Rising king; Lord of stars 
udutha,TBD
udvah,Continuing; The Best; Son
udvah,Continuing; The best; Son; Descendent 
udvansh,Of noble descent; Noble 
udvesh,Aim
udyaan,Garden
udyam,Effort
udyam,Start; Effort; Exertion; Preparation; Diligence; Enterprise 
udyami,Hardworking; Entrepreneur 
udyan,Garden
udyan,Motive; Garden; Going out; Purpose; Park 
udyat,Star
udyat,Ascending; A star; Rising 
udyath,Ascending; A star; Rising 
udyati,TBD
udyot,Shining
udyot,Shining; Brilliance 
udyoth,Shine; Brightness
udyothi,TBD
uftam,Best; Most eminent 
ugagria,TBD
ugam,Rising Upward
ugam,Rising; Place of origin; Source; Beginning; Ascending 
ugan,Constisting of extended troops; Army 
ugraayudha,One of the Kauravas 
ugradeva,The Might God
ugrah,Terrible; The Fierce
ugrajit,Victor of Passion
ugrak,A Serpent King
ugrak,A Seprent king; Courageous; Powerful 
ugramoorthy,Shiva
ugranarsimha,An Incarnation of Lord Vishnu
ugrasaai,One of the Kauravas 
ugrasen,A King
ugrasena,One of the Kauravas 
ugrash,Lord Shiva
ugrashava,Son of Suramuni
ugrasravas,One of the Kauravas 
ugrayudha,TBD
ugresh,Lord Shiva
ugresh,Lord Shiva; The mighty Lord; An epithet of Shiva; Name of a sanctuary built by Ugra 
ugresha,TBD
ugyen,To Grow
uhana,Brightest
uja,Increase; Grow
ujaagar,Famous; Renowned
ujaala,One who Radiates Light
ujaas,Light; Bright
ujagar,Bright
ujagar,Famous; Renowned person; Bright 
ujal,Shine; Brightness
ujala,Bright; The Light
ujala,One who radiates the light; Bright 
ujas,First Light
ujas,Bright; Light before dawn 
ujaval,Lustrous, Full of Light
ujay,Victorious
ujay,Victorious; Archer 
ujayan,Victorious; Triumphant; Conqueror
ujayan,Conqueror 
ujayant,Conqueror 
ujendra,Conqueror
ujendra,Conqueror 
ujesh,One who Gives Light
ujesh,One who gives light; Conquering 
ujesha,Lord Shiva
ujit,One who Won Every Time
ujithra,Light
ujithra,Light 
ujjal,Bright 
ujjal,Bright; Clean; Lovely Bright
ujjala,Bright
ujjaldeep,Bright Lamp
ujjaldip,Shining Lamp
ujjaljeet,Bright Victory
ujjalpreet,Love for Brightness
ujjalroop,Pure and Beauteous Person
ujjam,Very Cute 
ujjan,An ancient Indian city 
ujjan,An Ancient Indian City
ujjaval,Full of Light; Brightness
ujjawal,Bright; Clear; Splendorous
ujjay,Victorious; Archer 
ujjayan,Conqueror; Victorious; Triumphant
ujjayant,Having Conquered; Mountain
ujjayanth,TBD
ujjendra,Victor
ujjesh,Victorious
ujjivin,Revival
ujjval,Splendorous; Lit; Brilliant; Attractive; Sunshine 
ujjval,Bright; Shining
ujjwal,Bright 
ujjwal,Splendorous; Bright; Shining
ujjwala,Lighting
ujval,Splendorous
ujvalas,Inflamed; Love
ujwal,Splendorous; Lit; Brilliant; Attractive; Sunshine 
ujwal,Brightness; Light; Active
ujwala,Bright; Lustrous
ukesh,God's Gift
ukkuwa,TBD
ukshana,TBD
uksit,Strong; Of Full Growth
ukta,Addressed; Said
ukti,Voice; Use
ulagan,Wordily 
ulagan,Wordly
ulaganathan,Everything is Easy for Him
ulagappan,Creator of the world 
ulagappan,Creator of the World
ulagarasan,King of the World
ulagu,World
ulapa,A Little Amount
ulas,Joyful
ulasa,Happy
ulban,Strong; Abundant; Dense; Brilliant; Powerful 
ulban,Strong; Powerful
ulhas,Joy; Delight; Celebration; Light; Brilliance; Progress 
ulhas,Joy; Delight; Happiness; Water
ulhasa,Joy
ulhash,Joyful; Enjoyment
ulind,Morning; King
ulkesh,The Moon 
ulkesh,Moon
ulla,To Rise / Shine
ullaas,Happy Man
ullahas,Happiness 
ullahas,Joyful; Joy
ullas,Joy; Delight; Celebration; Light; Brilliance; Progress 
ullas,Happiness, Joyful, Delight
ullasa,Growth; Happiness
ullash,Enjoyment; Gusto; Joyful
ullasin,Playing; Sporting; Celebrating 
ullasit,Shining; Brillient; Splendid; Joyous 
ullasit,Shining, Brilliant, Splendid
ullhas,Happiness
ullhass,Happiness
ulmuk,Lord Indra; A firebrand; Name of a son of Balram 
ulmuk,Lord Indra
ulmuka,Owl
ulogan,TBD
ulpesh,Tiny 
ulpesh,Tiny
ulric,Power of the Wolf
ultman,God; Godlike; Noble Stone
ulupya,With a Charming Face
ulysses,To Hate; Wrathful; To be Angry
uma,Light, Fame, Reputation
uma shankar,Lord Shiva, Parvati and Shankar conjoined 
umaakaant,TBD
umaapati,Lord Shiva
umadha,TBD
umaikelvan,TBD
umaikuran,TBD
umaiyagan,TBD
umaiyavan,Lord Shiva 
umaiyavan,Lord Shiva
umakant,Lord Shiva; Uma's husband 
umakant,Name of Lord Shiva
umakanta,Moonlight; Lover of Uma; Mahadev
umakanth,Lord Shiva; Uma's husband 
umakanth,Lord Shiva
umal,Garland of rays 
umal,Refreshing Warmness in the Cold
umamaheshwar,The son of Lord Shiva 
umamaheshwar,The Son of Lord Shiva
umamani,The Gem of Fame
umanand,Lord Shiva
umanand,Lord Shiva, The one who makes Uma glad 
umanant,Lord Shiva
umanath,Lord Shankar
umang,Enthusiasm; Happiness
umang,Enthusiasm; Joy; Zeal; Aspiration; Ambition; Limed; Hope desire; Trust; Greed 
umanga,Joy; Happiness
umanga,Enthusiasm 
umanng,Excitement
umapathi,Consort of Uma
umapathi,Consort of Uma 
umapathy,Lord Shiva
umapathy,Consort of Uma 
umapati,Consort of Uma (Goddess Parvati)
umapati,Consort of Uma 
umaprasad,Blessing of Goddess Parvati 
umaprasad,Blessing of Goddess Parvati
umapthi,Lord Shiva
umaputra,The Son of Goddess Uma Parvati
umaputra,The son of Goddess Uma (Goddess Parvati) 
umar,Second Khalifah
umarah,Old Arabic Name; Habitation
umarao,Exotic
umashankar,Lord Shiva, Parvati and Shankar conjoined 
umashankar,Lord Shiva; Pashupati; Mahadev
umasi,Generous
umasuta,Lord Ganesh
umasuthan,Son of Parvathi; Uma
umay,Goddess Parvati 
umay,Goddess Parvati
umayr,Old Arabic Name
umber,Sky
umed,Hope; Expectation; Wish; Desire; Trust; Greed 
umed,Hope; Expectation
umedh,Strong One
umeed,Wish
umeko,Kind One
umesh,Lord Shiva, Mahadev, Lord Murugan
umesh,Lord Shiva, Lord of Uma 
umesha,Hope
umeshan,Husband of Uma (Parvati)
umeshwar,Lord Shiva
umeshwar,Lord Shiva, Lord of Uma 
umit,Hope
umma,Joy
ummeed,Hope
umrao,Noble; King
unabh,Elevated; Eminent; Ruler 
unat,Progress
unav,TBD
uninaj,Ascending; Progressing 
uninesh,Blossoming; Progressing 
unkar,God's Name; Lord Krishna
unmaivilambi,Honest 
unmaj,Rising Upward; Progressing
unmand,Cheerful; Delighted
unmani,A Superior Gem
unmatha,TBD
unmesh,Flash; Blowing; Opening
unmesh,Flash; Blowing; Opening 
unmil,Become Visible
unmilan,TBD
unnabh,Highest
unnabh,Highest 
unnat,Energised; Prosperity
unnat,Energised; Raised; High; Eminent; Elevated; Tall; Regal; A Buddha 
unnatish,Lord of Progress
unnatish,Lord of progress 
unnayan, 
unni,Modest
unnikrishnan,Lord Krishna baby stage 
unnikrishnan,Grace; God; Young Lord Krishna
unnit,Progress
unshul,Sun
unwin,Unfriendly, Young Friend
upachithra,One of the Kauravas 
upadesh,Knowledge, Teaching
upadesh,Advice 
upadevi,TBD
upadhaya,TBD
upagupta,Name of a Buddish Nonk
upahar,Gift; Offering; Oblation to a deity 
upajit,To Acquire by Victory
upakaar,Benefit 
upal,Stone; Rock; Jewel; Sugar 
upala,Jewel
upali,Diamond; Gold
upam,First; Highest; Best; Next 
upam,First; Highest; Best
upaman,A Smile
upamanyu,Name of a Devoted Pupil
upamanyu,Name of a devoted pupil 
upanand,Pleasant; Approaching Happiness
upananda,One of the Kauravas 
upanay,Leader 
upanayik,Fit for an offering; A character next in importance to the hero 
upang,The act of anointing 
upanishad,TBD
upanishat,Part of Vedas
upanshu,Mantras in Low Tone
upanya,TBD
uparvin,Lord Shiva
upasan,Worship 
upash,Fasting; Worshipping
upashanta,TBD
upashanti,TBD
upashubh,Beautiful; Auspicious
upasi,One who Fasts
upavana,TBD
upavi,Cherishing; Pleasing
upaviitin,The Thread Wearing
updes,One who Preaches and Counsels
updesh,Gain, Knowledge, One who Preaches
updev,A King; Chief
upeksh,To neglect; To expect patiently; To disregard 
upen,Indra's Younger Brother
upendar,Lord Vishnu; An Element
upendar,Lord Vishnu; An Element 
upender,Confident; Proximity of God
upendo,Indra's Younger Brother
upendra,Lord Vishnu; An Element
upendra,An element 
upendrakishore,Name of Writer
upendran,Lord Vishnu
upendran,The younger brother of Lord Indra 
upendranath,Worship to Lord Vishnu
upesh,Words; King
uphar,Gift
uphara,Gift
upjal,Fresh Water
upjas,Produced; Divine 
upjay,To help; To support 
upjeet,Victory for Proximity
upjeeth,Winning
upjeeth,Victory for proximity; Of exalted victory; Winning; To acquire by victory 
upjit,Victory for proximity; Of exalted victory; Winning; To acquire by victory 
upkaar,Favour
upkar,Beneficence; Help; Assistance
upkar,Favour; Kindness 
upkash,Wearing the Sky; Dawn 
upkeerat,Of Exalted Glory and Praises
upkosh,Treasure 
upmanyu,Name of Sage (Rishi)
upnishad,Part of Vedas; Holy Books
upodayam,Sunrise
upoddath,Teacher
upoddath,Teacher 
upol, 
upol,King
uppal,Stone
uppas,Gem
uppas,Gem 
uppender,Proximity of God
uppili,Incomparable
uppuluri,TBD
upraj,King of Proximity
upshobhin,Brilliant; Bright; Beautiful
upvan,A Small Garden
urajit,Possesses; Energised
urav,Excitement 
urav,Excitement; Wide; Spacious; Great
urdahav,Broad Mentality
urdahav,Broad mentality 
uresh,God of Heart
uresta,Beloved by the Gods
urimindi,TBD
urja,Energy; Liveliness; Power
urjamedh,Strong; Intelligent; Very Wise
urjani,Lord of Strength
urjani,Lord of strength 
urjasvin,Powerful; Strong; Mighty
urjavaha,Of the Nimi Dynasty
urjit,Possesses Great Might
urjit,Possesses great might; Powerful; Handsome; Noble; Excellent 
urjita,Excited; Energised
urmay,TBD
urmesh,A Wave
urmika,Small Wave
urmil,Floating
urmil,Humble; Enchantress (Wife of Lakshman (Lord Rama's brother))
urmish,A Person with Full of Feelings
urmit,Peaceful
urmit,Peaceful 
urmiya,Lord of Light
urmiya,Lord of light 
urnik,Different
urnik,Different 
uru,Broad
urugay,Lord Krishna
urugay,Lord Krishna; Far-going; Far-striding; An epithet of Vishnu and Indra; Offering broad scope for movement 
urundra,TBD
uruvilan,TBD
urv,Clouds; Sea
urvaksh,Joyful
urvaksh,Joyful 
urval,Impressive; Intelligent
urvang,Mountain; Ocean; Substantial 
urvansh,Lord Shiva's Chakra
urvash,Widely Extending
urvashi,The Ganges
urveet,Earth
urvesh,Running of Heart
urvesh,Shehnai 
urvidhara,TBD
urvik,Earth
urvik, 
urvil,Wish, Brave, Intelligent
urvin,Brave Man on the Earth
urvinath,Vishnu moorty 
urvir,Brave Man on the Earth
urvish,Lord of the Earth
urvish,King; Lord of the Earth 
urvit,Earth
usama,Lion, King of Jungle, Lovable
usasti,TBD
ushakant,The Sun
ushakanta,The Sun
ushakanta,The Sun 
ushakanth,The Sun
ushangu,Lord Shiva
ushangu,Lord Shiva; One who gets up at dawn; An epithet of Shiva; Wishing; Desiring 
ushapati,Husband of Dawn (Sun)
usharanjan,Lord Vishnu
ushas,Morning; Dawn; Daybreak; The Goddess of dawn 
ushenya,Desirable; To wished for 
ushij,Zealous; Born of desire; Energetic; Pleasant; Desirous; Fire; Ghee 
ushik,An early riser; Dawn worshipper 
ushinar,Most Desired; Name of a King
ushmit,Determine; Fire
ushnik,Energetic; Warm
ushnik,It is a vedic meter 
ushnisin,Lord Shiva
ushnisin,Lord Shiva 
ushraayush,Bright Life
uslunan,Heat; Passion 
usman,Trust Worthy Friend
utam,Good; Best
utanka,A Disciple of Sage Veda
utanka,A disciple of sage Veda 
utathya,A Sage in Mythology
utbah,Old Arabic Name; Threshold
uteaj,Active Person; Sword
utesh,Best Among All
uthaman,The best 
uthaya,Always Bright
uthira,Nakshatra 
uthira,Nakshatra
uthkal,Son of Dhruva
uthkarsh,Prosperity or awakening or high quality; Advancement - to rise 
uthman,A Baby Bustard Bird
uthvik, 
utirna,Clever; Successful
utkal,Glorious; Wonderful country; Carrying a burden; Another name for Orissa 
utkal,Old Name of Orissa State; Beauty
utkars,Prosperity or awakening or high quality; Advancement - to rise 
utkars,Growing Step by Step; Prosperity
utkarsh,Prosperity or awakening or high quality; Advancement - to rise 
utkarsh,To Grow, Prosperity, Awakening
utkarsha,Advancement; Supreme; Beautiful; Wealth; Eminence; To shine forth to come forth 
utkarsha,Happiness; Advancement
utkarshraj,Utkarshraj means the ruler whose time is marked by prosperity and advancement 
utkarshraj,TBD
utkasa,TBD
utkhala,TBD
utkila,TBD
utkrisht,Best of the Best
utkrishta,Best 
utkrusht,Excellent
utkrushta,Superior; Best; Eminent
utpal,Water lily; Fleshless; Lotus blossom; Blossoming 
utpal,Lotus, Water Lily, Fleshless
utpala,Full of Blossom
utpalaksh,Lord Vishnu; Utpal - open wide, Aksh - eyes 
utpall,Resembling the Lotus
utpar,Cheerful; Infinite 
utpara,TBD
utpat,Energetic
utphal,Lotus
utphala,Lotus; Born of Hardwork
utphalamitra,The Sun
utsah,Anxiely; Goddess Laxmi; Happiness; Excitement; Energy; Courage; Determination 
utsah,Anxiety
utsang,Embrace 
utsang,Embrace
utsangha,TBD
utsaran, 
utsarg,Dedicating; Emission; Giving; Gift; Donation; Sacrifice 
utsarg,Surprise
utsarga,Willing Something
utsav,Celebration; Festival; Occasion; Desire 
utsav,Celebration; Festival
utsava,Festival
utshuk,Excited
utsukha,TBD
uttakarsh,Answer
uttal,Strong; Formidable; Powerful; Quick; Best; Mighty; Tall; Loud mighty 
uttal,Strong; Formidable
uttam,Best 
uttam,Best of All, Excellent Person
uttamesh,Lord Shiva; Supreme God 
uttamesh,Lord Shiva
uttamjeet,Victory of the Best
uttamjit,Victory of Best
uttamjodh,The Exalted Warrior
uttamjot,The Exalted, Divine Light
uttamleen,Immersed in the Love of the Divine
uttampal,Best Protector
uttampreet,Exalted Love; Love of the Best
uttamreet,Exalted Way of Life
uttamroop,Of Beauteous Form
uttamveer,Exalted Bravery and Courage
uttang,TBD
uttank,Cloud; A Disciple
uttank,Cloud; Disciple 
uttanka,TBD
uttansh,A Crest; Ornament
uttar,North; Answer; Better; Another name for Shiva (Son of king Virata)
uttar,Answer; Son of King Virata
uttara,Superior
uttarak,Lord Shiva; Dweller; Name for Shiva 
uttarak,Lord Shiva; Saviour
utteran,TBD
utthaan,Upliftment, Rise, Elevating
utthama,Best
utthaman,Honest
uttiya,A name in Buddhist literature 
uttiya,A Name in Buddhist Literature
uttkarsh,Develop
uttom,Best of All
uttung,Highest
uvam,Young
uvan,Lord Shiva
uvanesh,Young Generation; Youth
uvarasu,TBD
uvesh,Joy of Love
uzair,Precious; The Biblical Ezra
uzzal,Bright
uzzam,TBD
vaachaspati,Lord of Speech
vaachasya,Well Spoken of; Praiseworthy
vaagesha,TBD
vaakpati,Great Orator
vaalaky,One of the Kauravas 
vaalmeeki,An Ancient Saint
vaamadeva,Water; The Charming Divine
vaaman,Lord Vishnu
vaamana,Vishnu's Fifth Incarnation; …
vaamdev,Name of Lord Shiva
vaanee,Speech
vaani,Speech; Song
vaanya,Hindu Female Deity of Forests
vaaridhar,Cloud 
vaarin,Ocean
vaarnik,Pure Gold
vaarshaney,Lord Vishnu
vaarshik,Annual
vaasavadatta,A Name in Sanskrit Classics
vaasavadatta,A name in Sanskrit classics 
vaasu,Lord Vishnu
vaasu,Wealth 
vaasuki,A Celestial Cobra
vaathavega,One of the Kauravas 
vaatsalya,TBD
vaatsyaayan,An Author of Old Times; Saint
vaayu,The Vital Air; Wind
vaayu,Breeze; Wind; Divine 
vaayun,God; Lively; Moving; Active; Alive; Clear 
vabhavi,Landlord; Rich person 
vacasya,Readiness of Speech
vachan,Speech; Declaration; Vow 
vachan,Promise; Utterance; Words; Speech
vachaspati,Lord of Speech; Lord Bhrama
vachaspati,Lord of speech 
vachasya,Well spoken of; Praiseworthy; Celebrated; Famous 
vachel,Little Cow; From French
vadakke,Follow
vadamalai,Lord Venkateshwara
vadant,The One Blessed by All Vedas
vadanya,Generous; Eloquent
vadanya,Generous; Eloquent; Prosperous; Articulate 
vadde,Big
vade,Belly Button; Word
vadeka,TBD
vadin,Speaker; Known Lecturer
vadin,Known lecturer 
vadiraj,King Among Disputants
vadiraj,King Among Disputants 
vadish,Lord of the body 
vadish,Lord of the Body
vadivel,Another Name for God Murugan
vadivel,Lord Murugan; Called so because his spear is called Vadivel 
vadivelan,Another Name for God Murugan
vadivelan,Lord Murugan; Called so because his spear is called Vadivel 
vadivelu,Name of Lord Shanmukha
vadivelu,Name of Lord Shanmukha 
vadlamani,TBD
vagadheeksha,Lord of Spokesmen
vagadheeksha,Lord of spokesmen 
vageesh,Lord Shiva
vagesh,Lord of speech 
vagesh,Lord of Speech; Eloquent
vagindra,Lord of Speech
vagindra,Lord of speech 
vagisa,Master of Speech
vagish,God of speech; Lord Brahma 
vagish,Lord Brahma
vagishwar,Master of the Language
vagmi,The Person who Blossomed by Vedas
vagmin,Eloquent
vagmine,Spokesman
vagmine,Spokesman 
vagothpal,TBD
vahaan,King of Honesty
vahin,Lord Shiva
vahin,Lord Shiva; Vahin 
vahit,Flowing; Expressive; Roost
vahith,Flowing; Roost
vahuk,Lord Venkateshwara
vahuli,Leader
vaibav,Prosperity; Richness
vaibhav,Wealth, Prosperity, Intelligence
