shiuli,A flower 
shiulie,A Flower
shiva,Name of Lord; The Supreme Spirit
shiva priya,Liked by Lord Shiva; Goddess Durga 
shiva ranjani,Lord Shiva; Auspicious; Lucky 
shivaangi,Goddess Parvati
shivaani,Goddess Parvati, Consort of Shiva (Wife of Lord Shiva)
shivaani,Beauty, Wife of Lord Shiva
shivaanya,Part of Lord Shiva
shivadevi,Goddess of Grace
shivadha,Devotee of Lord Shiva
shivadnya,TBD
shivadooti,Ambassador of Lord Shiva 
shivadooti,Ambassador of Lord Shiva
shivagami,Follower of Lord Shiva
shivakami,Beloved of Lord Shiva
shivakanta,Goddess Durga, Consort of Shiva 
shivakanta,Goddess Durga
shivakari,Source of auspicious things 
shivakari,Source of Auspicious Things
shivakshi,Third eye of Lord Shiva 
shivakshi,God's Shiva Third Eye
shivakumar,Lord Shiva
shivaky,Pleasant
shival,Consort of Lord Shiva, Goddess Parvati (Wife of Lord Shiva)
shivali,Goddess Parvati / Durga
shivali,Consort of Lord Shiva, Goddess Parvati 
shivalika,Belonging of Lord Shiv, whose owner is Lord Shivm, Lord Shiv in female form, Goddess Parvati 
shivalika,Belonging of Lord Shiv
shivalini,Devotee of Lord Shiva
shivalya,Related to Lord Shiva
shivamanohari,Name of a Raga 
shivami,Lord Shiva and Nectar
shivana,Goddess Parvati
shivananda,Belongs to Lord Shiva
shivangee,Part of Lord Shiva
shivangi,Half part of Hindu Lord Shiva; Auspicious; Beautiful; Goddess Durga 
shivangi,Beautiful, Part of Lord Shiva
shivangini,A Part of Shiva
shivani,Beauty, Belonging to Lord Shiva
shivani,Goddess Durga, The consort of Shiva, I.e., Durga, Parvati 
shivanie,Beauty, Belonging to Lord Shiva
shivanija,Goddess Parvati 
shivanija,Goddess Parvati
shivanika,Devotee of Lord Shiva
shivanit,Always Belongs to Lord Shiva
shivaniya,Part of Lord Shiva
shivanjali,Goddess Parvati, A part of Shiv (Wife of Lord Shiva)
shivanjali,TBD
shivanki,Goddess Parvati; One who Loves Lord Shiva 
shivanki,Goddess Parvati
shivanna,Lord Shiva
shivanne,Goddess Parvati
shivanni,Goddess Parvati, Beauty
shivannya,Part of Lord Shiva
shivansee,A Part of Lord Shiva
shivansha,Part of Lord Shiva
shivanshi,A part of Shiv 
shivanshi,A Part of Lord Shiva
shivanshya,A Part of Lord Shiva
shivansi,Part of Shiva 
shivansi,Part of Lord Shiva
shivanta,Part of Lord Shiva
shivantika,Lord Shiva's Princess
shivanya,Ansh of Lord Shiva 
shivanya,Lord Shiva, Part of Lord Shiva
shivapriya,Liked by Lord Shiva; Goddess Durga 
shivapriya,Beloved of Shiva; Goddess Durga
shivaramani,Delightful, Devotee of Lord Shiva
shivarani,Wife of Lord Shiva
shivaranjini,Name of a Raga 
shivasakthi,Name of a Raga 
shivashree,Glory of Lord Shiva
shivashri,Glory of Lord Shiva
shivasri,Belonging to Lord Shiva
shivasundari,Goddess Durga
shivasundari,Goddess Durga, Consort of Shiva, Epithet of Durga's or Parvati 
shivasunthari, 
shivasunu,Lord Shiva
shivathy,Lord Shiva
shivati,Shiv and Parvati
shivatmika,Goddess Lakshmi, Soul of Shiva, Consisting of the essence of Shiva 
shivatmika,The Essence of Lord Shiva
shivaya,Lord Shiva
shivayani,Beauty, Goddess Parvati
shivechha,Wish of Lord Shiva 
shivechha,Wish of Lord Shiva
shiveena,Parvati
shiveha,Lord Shiva's Wish
shiveta,Consort of Lord Shiva
shivgami,Follower of Lord Shiva
shivgamini,Follower of Lord Shiva
shivgeeta,Lord Shiva - Parvati
shivi,Name of a great king in Hindu mythology 
shivi,TBD
shivika,Part of Lord Shiva
shivika,Palanquin; Palki 
shivikas, 
shiviksha,Seeing Shiva
shivina,Sweet; Goddess Parvati
shiviya,Devotee of Lord Shiva
shivkannya,Daughter of Lord Shiva
shivkanta,Goddess Durga
shivkantha,Neck / Throat of Lord Shiva
shivkanya,Daughter of Lord Shiva
shivkriti,Acceptance
shivkumari,Daughter of Lord Shiva
shivlee,Image of Shiva, Name of Flower
shivli,Flower 
shivlika,Belonging to Lord Shiva
shivlochna,Eyes of Lord Shiva
shivlok,Place of Lord Shiv 
shivmati,The Brain of Lord Shiva
shivnanda,Belongs to Lord Shiva
shivnaya,Part of Lord Shiva
shivneya,Devotee of Lord Shiva
shivnya,Shiv Kanya 
shivnya,Wife of Lord Shiva
shivohne,God is Gracious
shivomi, 
shivoni,Devotee of Lord Shiva
shivonica,Part of Lord Shiva; Beautiful
shivonne,Devotee of Lord Shiva
shivosree,Devoted to Lord Shiva
shivpriya,Beloved of Lord Shiva
shivrani,Queen of Lord Shiva
shivratan,A Jewel of Lord Shiva
shivrina,Lord Shiva
shivriti,Tradition of Lord Shiva
shivta,White; Clear 
shivtej,Brightness / Power of Lord Shiva
shivu,Lord Shiva
shivy,Devoted to Lord Shiva
shivya,Devoted to Lord Shiva; Goddess Parvati 
shivyya,Goddess Parvati
shiwali,Beloved of Shiva
shiwangi,Half part of Hindu Lord Shiva; Auspicious; Beautiful; Goddess Durga 
shiwangi,Goddess Durga
shiwangini,A Part of Shiva
shiwani,Belonging to Lord Shiva
shiwanya,Part of Lord Shiva
shiya,Snow at dawn; Death 
shiya,Flawless, Blessing, Bright
shiyahi,Ink
shiyana,Goddess Laxmi
shiyanshi,Beloved of Goddess Lakshmi
shlaghya,Excellent 
shlaghya,Excellent
shlesha,More than enough 
shlesha,More than Enough
shlok,Mantras in Vedas, A Vedic Chant
shloka,Verse; Hindu mantra or verse of praise 
shmeeta,Ever Smiling
shmrita,Remembrance
shnehal,Friendly, Bring Love to People
shoba,Beautiful; Attractive 
shoba,Beauty; Nice
shobana,Goddess Parvati; Beautiful Jewelry 
shobana,Goddess Parvati
shobba,Brilliance; Beauty; Elegance 
shobha,Beautiful; Attractive 
shobhadevi,Goddess Parvati
shobhagya,Fortune; Lucky
shobhana,The one who shines; Splendid; Ornamental; Shining; Beautiful; Turmeric 
shobhana,The Beautiful One, Splendid
shobhanbabu,Splendid
shobharani,Queen of Beauty; Splendour
shobhika,Beauty
shobhini,Graceful; Splendid
shobhini,The person glowing with; Graceful; Brilliant 
shobhita,The one who shines; Splendid; Ornamental; Shining 
shobhita,Splendid, To be Adorned, Beauty
shobhitha,The one who shines; Splendid; Ornamental; Shining 
shobhna,The one who shines; Splendid; Ornamental; Shining; Beautiful; Turmeric 
shobhna,Ornamental; Shining
shobika,Beautiful & brilliant 
shobika,Friendly
shobitha,One who is Brilliant
shofiya,Woman of Wisdom, Form of Sophie
shoha,A Star; Princess; Sunrise
shohana,Love; Elegance
shohina,Beautiful
shohini,Beautiful & pleasant 
shohini,Beautiful
shoma,Moon rays; The Soma plant; Beautiful; Gentle; Derived from the Moon; An Apsara or celestial nymph 
shoma,A Tributary of River Ganga
shomdutta,Daughter of God Shiva
shomika,TBD
shomila,Calm; Soft natured; Tranquil; Moonlike 
shomili,Beautiful and elegant 
shomili,Elegant and Beautiful
shomtirtha,The Birth of Lord Shiva; Powerful
shomy,Beautiful, Soft, Peaceful
shomya,Soft; Mild; Smooth; Faith 
shona,Gold; Very pretty; Lovely; Sweet; Heat; Fiery 
shona,Gold, Red, A Tributary of Ganga
shonali,Helpful Girl
shonamani,Red Gem; Ruby
shonaya,Wealthy 
shoneri,Silvary; Shining; Brightness
shoni,Preety women; Lovable; With golden beauty; One of the complexions of red Lotus 
shoni,One of Complexion of Red Lotus
shonika,Gold, Golden, Daughter of Sun
shonima,Redness 
shonima,Redness
shony,Pretty; Gold; Beautiful
shorashi,Young Woman
shorashi,Young woman 
shotika,Beauty of Life
shoumili,Where Beauties Meet
shoumya,Heart Touching; Soft
shounak,TBD
shouraya,Courageous
shourvary,The Night; Name of Goddess
shourya,Brave
shouryaa,Courageous
shovita,Brightness, The Sun, Moon
shraagvee,TBD
shraagvi,Heavenly; Basil Plant
shraavani,The day of the full Moon in the month of Shraavan; Aspirant; Flow; Born in the month of Shravan 
shraavani,Born in the Month of Shravan
shraavi,Cool; Basil Plant
shrabana,Name of a Star
shrabanti,Who has born in srabon maas 
shraboni,A Month Shravan
shraddha,Veneration; Goddess Chamundi; Worship; Confidence; Fidelity; Respect; Faith (Celebrity Name: Shakthi Kapoor)
shraddhali,One who has Faith / Belief
shraddhanvee,Goddess Durga / Laxmi
shradha,Veneration; Goddess Chamundi; Worship; Confidence; Fidelity; Respect; Faith 
shradha,Faith, Concentration, Trust
shradhali,One who has Faith / Belief
shradhani,Ever wealthy 
shradhdha,Faith; Trust 
shradhdha,Faith; Trust; Devotion
shradhya,Trust; Faith; Believe
shraghvi,Tulsi
shragvee,Basil Plant
shrai,Credit; To Give Credit to Someone
shram,Hard Work
shramidhi,Girl who likes to work Hard and earn 
shramidhi,TBD
shramika,Hard Worker
shramita,Hardworking
shranika, 
shrankhla,Chain
shrashti,Universe
shrasti,Universe
shrathi,Veda
shratika,Earth; Goddess Parvati
shravana,Name of a Star; Sense of Hearing
shravani,Worthy to Listen
shravani,The day of the full Moon in the month of Shraavan; Aspirant; Flow; Born in the month of Shravan 
shravanika,Blessings from Lord Shiva
shravaniya,Worthy to Listen
shravanthi,A name in buddhist literature 
shravanthi,A Name in Buddhist Literature
shravanthika,Beautiful; Flowing
shravanti,A name in Buddhist literature 
shravanti,A Name in Buddhist Literature
shravantika,Flowing 
shravany,Worthy to Listen
shravanya,Worthy to Listen
shravasta,Much Heard; Famous
shravasti,An ancient Indian city 
shravasti,An Ancient Indian City
shravastika,Students of Lord Shiv
shravay,Listening; Which can Hear
shraveena,TBD
shravi,Cool 
shravika,Friend; Female Monk Disciple
shravika,Friend; Female Monk Disciple 
shraviya,Enthusiastic; Talented person; Like to live with good characters; they dont fear for anything; Successive person & angry when irritated 
shravni,Innovative Perfectly
shravya,Melodious, Good Listener
shrawanee,Worthy to Listen
shrawani,Name of Hindu Month
shrawani,The day of the full Moon in the month of Shraavan; Aspirant; Flow; Born in the month of Shravan 
shrawantika,Flowing 
shrawantika,Lengthy  Greatness Like Rainfall
shraya,Shresth 
shrayani,Most Blessed; Fame; The Superior
shrayanka,Full of Fame; Goddess Lakshmi
shrayansha,Blessing of Goddess Lakshmi
shrayanshi,Fame; Part of God
shrayanti,Continuous Flow; A River
shrayathi,To reach 
shrdhdha,Faith, Devotion, Trust
shreddhi,Achievement; Prosperity
shree,Prosperous
shree bhavana,Goddess Lakshmi, Shree - divine, Another name for Lakshmi 
shree priya,Divine beauty; Beloved to Shree (Goddess Lakshmi) 
shreea,Goddess Lakshmi; Auspicious; Luster; Prosperity; Pratham; Shrestha 
shreea,Goddess Lakshmi
shreebani,Born in Month of Shravan
shreebhu,Name of a River
shreedevee,An Ancient Indian City
shreedevi,Goddess of wealth 
shreedevi,Goddess
shreedha,Give Beauty; Wealth Prosperity
shreedhi,Shree means Goddess Laxmi
shreehita,Well Wisher
shreeja,Goddess Lakshmi; Creative 
shreejith,Shiv 
shreekala,Goddess Laxmi; Beauty of Moon; Name of Lakshmi 
shreekanti,Name of a Raga 
shreela,Beautiful; Bestowed by Lakshmi; Happy; Fortunate; Wealthy; Eminent fortunate 
shreelataa,Beautiful Language
shreelatha,Flower of Prosperous
shreelekha,Prosperous Writing; Gods Gift
shreem, 
shreem,Prosperous
shreema,Prosperous 
shreemaa,Fortunate; Prosperous; Wish of God
shreemahi,Prosperous Earth / World
shreemai,Fortunate 
shreemani,Name of a Raga 
shreemani,Beautiful; Rich
shreemanohari,Name of a Raga 
shreematee,Wonderful Knowledge
shreemathi,Wonderful Knowledge
shreemati,Good Knowledge
shreemayi,Fortunate
shreen,Goddess Lakshmi; Foremost; Best; First; Night 
shreena,Goddess Lakshmi; Foremost; Best; First; Night 
shreenidhi,Treasure; Wealth; Prosperity 
shreenidhi,Goddess Lakshmi; Gold
shreenika,Lotus in the heart of Lord Vishnu; Goddess Lakshmi; Night 
shreenika,TBD
shreeparna,Happiness; Prosperity; Tree adorned with leaves 
shreeparna,Tree Adorned with Leaves
shreeprada,Goddess Radha
shreeprada,Goddess Radha; Giver of wealth 
shreeradha,Goddess Lakshmi
shreeraj,Prosperity; An Epithet of Lord Vishnu; Kingdom of Prosperous 
shreeraksha,Protection in the Name of God
shreeranjani,Name of a Raga 
shreeranjani,Prosperous
shreesha,Wealthy
shreeshti,Universe; World
shreesti,Universe
shreeya,Goddess Lakshmi, Auspicious
shreeya,Goddess Lakshmi; Auspicious; Luster; Prosperity; Pratham; Shrestha 
shreeyanee,Most Blessed, Fame, Gentle
shreeyanshu,Part of God / Lord
shrejal,Foremost; Best; First
shrejal,Foremost; Best; First 
shrena,Goddess Lakshmi; Foremost; Best; First; Night 
shrena,Foremost; Best; First
shreni,Grading; Step by Step Achiever
shrenika,Grading, Organised
shrenika,Lotus in the heart of Lord Vishnu; Goddess Lakshmi 
shresha,Special Flower
shresha,Special Flower 
shreshi,TBD
shreshta,The Best, Fortunate, Marvellous
shreshtavi,Best of All
shreshtha,The best; Ultimate; Another name for Lord Vishnu; Foremost; First; Perfection; Best of all 
shreshtha,The Best, Perfection
shreshthi,Best of All
shresta,Great; Purity; Foremost; Best
shresta,The best; Ultimate; Another name for Lord Vishnu; Foremost; First; Perfection; Best of all 
shrestajna,Top Knowledge
shrestajna,Top knowledge 
shrestavi,Best of All
shresth,Best of All
shrestha,Full of Praise, Best, Responsible
shrestha,The best; Ultimate; Another name for Lord Vishnu; Foremost; First; Perfection; Best of all 
shresthi,Best of All
shresthi,Best of all; Creation; Remembrance; Universe or entire world 
shreta,Goddess Lakshmi
shrey,Credit
shreya,Goddess Lakshmi; Auspicious; Luster; Prosperity; Pratham; Shrestha; Beauty; Grace; Power; Brilliance; Dignity power; Another name for Saraswati; Sacred; A musical Raag 
shreya,Lucky, Excellent, Credit
shreyah,Auspicious - Fortunate
shreyan,Nice
shreyansha,One who Gives Credit to Others
shreyanshi,Superior; Fame; An Important Women
shreyanshi,Superior; Fame 
shreyanvi,Goddess Lakshmi; Goddess Durga 
shreyashi,Good; One who is most beautiful 
shreyashi,Credit, To Give Credit to Someone
shreyashree,Credit; Everlasting Beauty
shreyashree,Goddess Lakshmi; Shreya - best; Beautiful; Excellent Shri - divine 
shreyashri,TBD
shreyasi,One who is Most Beautiful, Lucky
shreyasi,Good; One who is most beautiful 
shreyavi, 
shreyista,Precious
shreyosi,Great; Best; Most Excellent
shreyu,Auspicious
shri kumari,Lustrous 
shria,Prosperity, Wealth, Beautiful
shribala,Divine Maiden
shribha,Goddess Laxmi
shribhadra,A Goddess; Best Among People
shribindu,Mark of Fortune
shrida,Bestowing Fortune
shridevi,Goddess Laxmi
shridha,Concentration
shridha,Concentration 
shridhi,Lakshmi
shridula,Blessing
shridula,Blessing 
shridulla,Blessing 
shridulla,Blessing
shrieya,First; Best; Shreshth
shrieya,Goddess Lakshmi; Auspicious; Luster; Prosperity; Pratham; Shrestha 
shrigauri,Goddess Parvati, Divine Gauri 
shrigauri,Goddess Parvati
shrigeeta,The sacred Geeta 
shrigeeta,The Sacred Geeta
shrigun,Well Manners / Behave
shrii,Respected; Richness
shrija,Goddess Lakshmi; Creative 
shrijani,Creative
shrijani,Creativity; Creative 
shrijila,Respected; Pure / Holy
shrijitha,Goddess of Wealth; Goddess Lakshmi
shrika,Fortune, Wealth, Prosperty
shrika,Goddess Lakshmi; Sun child; Bright Sun; Respect; Richness; God; Radiance; Diffusing light; God Lakshmi; Money; Bright light; Fortune; Beauty 
shrikala,Goddess Laxmi
shrikala,Goddess Laxmi; Beauty of Moon; Name of Lakshmi 
shrikama,Radha
shrikama,Goddess Radha; Shri - divine Kama - loveliness; Beauty; Radiance 
shrikanta,Creative; Goddess Laxmi
shrikari,Maker or Giver of Wealth
shrikari,Another name of Goddess Durga 
shrikha,Goddess Lakshmi
shrikirti,Lustrous fame 
shrikirti,Lustrous Fame
shrikrish,Lord Krishna
shrikumari,Lustrous
shril,Lustrious
shrila,Wonderful; Beautiful
shrila,Beautiful; Bestowed by Lakshmi; Happy; Fortunate; Wealthy; Eminent fortunate 
shrilakshmi,Goddess Lakshmi
shrilata,Lustrous Creeper
shrilata,Lustrous creeper 
shrilaxmi,Goddess Laxmi, Divine Lakshmi 
shrilaxmi,Goddess Laxmi
shrilekha,Lustrous essay 
shrilekha,Lustrous Essay
shrilu,Grace; Beautiful; Lustrious
shrim,Fortunate; Goddess Laxmi
shrima,Fortunate; Mother of Wealth
shrimae,Lord Vishnu
shrimala,TBD
shrimani,Beautiful; Jewel
shrimata,Divine Mother; A Goddess
shrimati,Fortunate
shrimati,Goddess Lakshmi; Fortunate 
shrimayi,Fortunate
shrimayi,Fortunate 
shrimukhi,With a Radiant Face
shrimurti,Divine Image
shrina,Goddess Lakshmi; Foremost; Best; First; Night 
shrinandini,Daughter of Prosperity
shrinchana, 
shrinidhi,Treasure; Wealth; Prosperity 
shrinidhi,Goddess Lakshmi
shrinika,Goddess Lakshmi
shrinika,Lotus in the heart of Lord Vishnu; Goddess Lakshmi; Night 
shrinita,Respected with in Rules
shrinitha,Goddess Lakshmi; Sri - prosperity; Happiness; Good fortune; Success; High rank; Dignity; Sacredness; Glory; Fame; The insignia superhuman power - Nita - led; Guided; Righteous; Well behaved 
shrinitha,Night; Goddess Lakshmi
shrinka,Goddess Lakshmi
shrinkhla,Fetters; Top of Mountain
shriparna,Tree Adorned with Leaves
shripriya,Beautiful
shriranjani,Radha
shrisha,Goddess Laxmi; God Power
shrishthi,Earth; Peace
shrishti,Earth; Universe
shrishti,Universe; Nature; World 
shrishtika,Universal; Whole World
shrishty,Universe; World
shrisiddhi,Complete
shristee,Universe, World
shristhi,Creation; Remembrance
shristhi,Best of all; Creation; Remembrance; Universe or entire world 
shristi,World; Universe; Entire World
shristi,Best of all; Creation; Remembrance; Universe or entire world 
shristih,Creation
shristika,Gods Creation
shristy,Nature; Whole World
shrita,One of the Name of Goddess Lakshmi
shrita,Goddess Lakshmi; Dressed; Prepared; Mixed 
shritama,This name means like the Goddess Lakshmi 
shritha,Goddess Laxmi; Beauty 
shriti,Memory
shritika,Earth; Goddess Parvati
shrity,Respected; Richness
shrivali,Goddess Laxmi
shrivali,Goddess Lakshmi; A kind of plant 
shrivalli,Goddess Lakshmi
shrivani,Divine Speech
shrivarsha,Rain
shriveda,TBD
shrivee,Devotee of Lord Shiva
shriveni,Divine Weaving / Stream 
shrivi,Devotee of Lord Shiva
shrividhya,Goddess Durga
shrividya,Goddess Lakshmi and Goddess Saraswati 
shrividya,Goddess Durga
shriya,Prosperity, Wife of Lord
shriya,Goddess Lakshmi; Auspicious; Luster; Prosperity; Pratham; Shrestha; Beauty; Grace; Power; Brilliance; Dignity power; Another name for Saraswati; Sacred; A musical Raag 
shriyaani,Wealthy, Blessed, Fame
shriyadita,Lord Surya (Sun)
shriyani,Fame; Most Blessed; Lord Vishnu
shriyanka,Goddess Lakshmi
shriyanshi,Part of God
shriyanshu,Part of God
shrmila,Hard Working
shromani,Crest / Superb Jewel
shromika,TBD
shromita,Hardworking
shrota,Listener
shroti,Expert in Vedas; Insight; Knowledge of the Vedas 
shrudisha,TBD
shruhani,TBD
shruja,To Love
shruja,To Love 
shrujal,Pure / Holy Water
shrujana,Creative and Intelligent Girl
shrujana,A creative and intelligent girl 
shrujeshwari,Goddess of Creativity
shrujeshwari,Goddess of creativity 
shrunali,TBD
shrunga,Point of Hill; Crest
shrunkhala,Category, Fetters, Chain
shrunkhla,Grading, Fetters, Chain
shrushti,World; Earth
shrusthi,World; Earth
shrusti,World; Universe
shruta,Heard; Knowledge
shruta,Lyrics; Musical notes; Known; Glorious; Celebrated 
shrutadeva,With Divine Knowledge
shrutadevi,Goddess of Knowledge
shrutakeerti,Wife of Shatrugna; Goddess Laxmi
shrutakeerti,Renowned; Reputed; Famous; Whose fame is all over; The youngest sister of Goddess Sita and youngest daughter of Janaka 
shrutakirti,Of Well Known Glory; Famous
shrutakirti,Renowned; Reputed; Famous; Whose fame is all over; The youngest sister of Goddess Sita and youngest daughter of Janaka (she was the wife of shatrughna)
